Hogar;Persona;AnoNac;Sexo;Relacion;Viajes;LicenciaConducir;PaseEscolar;AdultoMayor;Estudios;Curso;Actividad;Ocupacion;1ctividad5mpresa;JornadaTrabajo;4onde5studia;4ir1ctividad3oordX;4ir1ctividad3oordY;4ir5studios3oordX;4ir5studios3oordY;NoViaja;Tarjeta2ip;Tarjeta22ip;Medio;3onoceTransantiago;NoUsaTransantiago;4iscapacidad;TieneIngresos;Ingreso;TramoIngreso;Ingreso6inal;TramoIngreso6inal;IngresoImputado;6actor_LaboralNormal;6actor_SabadoNormal;6actor_4omingoNormal;6actor_Laboral5stival;6actor_6indesemana5stival;6actor
117683;11768301;1979;1;1;2;3;2;2;5;4;1;5;1;1;2;344642,6589;6288200,751;2;2;2;2;2;4;2;1;6;J;1;3;2;289149;2;2;410,5538;2;2;2;2;116,88817
117741;11774102;1982;1;3;4;2;2;2;11;2;1;2;5;1;2;342437,8995;6281201,465;2;2;2;2;2;6;2;7;J;1;300000;2;300000;2;0;2;197;2;2;2;35,07029
117803;11780301;1949;2;1;3;1;2;1;11;5;3;2;2;2;2;2;2;2;2;2;3;2;2;1;1;J;1;600000;3;600000;3;0;2;2;2;2;4492;50,82847
117871;11787102;1976;1;1;2;3;2;2;7;4;1;5;5;1;2;2;2;2;2;2;3;2;2;1;5;J;1;450000;3;450000;3;0;2;4026;2;2;2;58,65521
117881;11788102;1950;1;2;2;1;2;2;7;4;1;2;2;1;2;351743,7066;6289928,427;2;2;2;3;2;2;1;5;J;1;3;2;393494;2;2;2;379;2;2;2;95,91171
117901;11790101;1956;1;1;2;2;2;2;5;4;1;2;5;1;2;347046,4771;6298823,653;2;2;2;2;2;10;2;7;J;1;3;7;409358;3;1;1147,539;2;2;2;2;1197,94214
117901;11790102;1959;2;2;5;2;2;2;5;4;1;2;8;3;2;343533,477;6283361,883;2;2;2;3;2;7;1;5;J;1;3;1;128072;1;2;1147,539;2;2;2;2;1151,37
117960;11796001;1960;1;1;2;3;2;2;4;6;1;2;2;1;2;346589,7757;6287084,146;2;2;2;2;2;10;2;7;J;1;3;2;385428;2;2;2;2;2;750;2;86,98039
117990;11799001;1969;2;1;2;3;2;2;5;5;1;5;2;1;2;345529,0519;6286930,441;2;2;2;2;2;2;2;7;J;1;3;2;379360;2;2;2;2;727,4971;2;2;70,24522
118011;11801101;1979;1;1;4;3;2;2;11;4;1;5;1;1;2;340781,6564;6313067,668;2;2;2;3;2;2;2;2;J;1;3;3;716265;3;2;141,8116;2;2;2;2;144,20673
118011;11801102;1979;2;2;4;1;2;2;5;4;4;2;2;2;2;2;2;2;2;2;2;2;4;2;7;J;2;0;0;0;0;0;121,0793;2;2;2;2;137,25471
118011;11801103;1999;1;3;4;1;2;2;4;7;2;2;2;2;4;2;2;345497,4252;6285281,902;2;2;2;10;2;7;J;2;0;0;0;0;0;129,5917;2;2;2;2;133,57768
118011;11801104;2003;2;3;4;1;2;2;4;3;3;2;2;2;2;2;2;2;2;2;2;2;10;2;7;J;2;0;0;62421;1;1;129,5917;2;2;2;2;129,93367
118011;11801105;2012;1;3;4;1;2;2;1;0;2;2;2;2;2;2;2;2;2;2;2;2;10;2;7;J;2;0;0;0;0;0;94,10524;2;2;2;2;108,43498
118102;11810202;1979;2;4;4;1;2;2;7;4;1;2;2;2;2;343959,5176;6284066,152;2;2;2;2;2;10;2;7;J;1;200000;1;200000;1;0;297,5206;2;2;2;2;148,78052
118291;11829101;1967;2;2;2;1;2;2;10;4;1;5;5;1;2;351090,3865;6301197,766;2;2;2;3;2;2;2;2;J;1;3;4;1540656;4;2;52,42533;2;2;2;2;33,05778
118291;11829102;1949;1;1;2;3;2;2;10;1;1;2;5;1;2;350683,3671;6300999,724;2;2;2;3;2;2;1;5;J;1;3;3;584837;3;2;35,01022;2;2;2;2;21,76998
118303;11830302;1974;2;2;2;3;2;2;5;4;1;5;2;1;2;316499,3605;6271572,109;2;2;2;2;2;11;2;7;J;1;3;2;352088;2;2;90,31243;2;2;2;2;76,55473
118303;11830304;2001;1;3;2;1;1;2;4;7;2;2;2;2;4;2;2;316543,07;6271696,74;2;2;2;11;2;7;J;2;0;0;0;0;0;82,19774;2;2;2;2;58,7603
118303;11830305;2004;1;3;2;1;2;2;4;4;2;2;2;2;4;2;2;316543,07;6271696,74;2;2;2;11;2;7;J;2;0;0;0;0;0;82,19774;2;2;2;2;58,7603
118303;11830306;2004;1;3;2;1;2;2;4;3;2;2;2;2;4;2;2;316543,07;6271696,74;2;2;2;11;2;7;J;2;0;0;0;0;0;82,19774;2;2;2;2;58,7603
118303;11830307;1998;2;3;2;1;1;2;5;2;2;2;2;2;4;2;2;322451,5577;6274056,671;2;2;2;2;2;7;J;2;0;0;0;0;0;91,21832;2;2;2;2;73,56012
118351;11835102;1977;1;4;2;1;2;2;5;4;1;5;1;2;2;0;0;2;2;2;2;2;4;2;7;J;1;300000;2;300000;2;0;50,44376;2;2;2;2;20,91752
118401;11840104;1966;1;1;2;3;2;2;5;2;1;5;8;2;2;0;0;2;2;2;2;2;11;2;7;J;1;400000;2;400000;2;0;74,86281;2;2;2;2;36,59988
118420;11842003;1966;1;1;2;3;2;2;5;4;1;5;8;1;2;320893,0563;6273520,47;2;2;2;2;2;2;2;5;J;1;3;7;327717;2;1;2;2;2;231;2;29,73269
118431;11843101;1968;2;2;2;1;2;2;10;4;1;4;3;1;2;316618,8117;6271756,559;2;2;2;2;2;2;1;7;J;1;3;3;408486;3;2;2;2;2;360;2;42,53632
118431;11843102;1966;1;1;4;3;2;2;7;4;1;5;1;1;2;321520,0761;6273608,384;2;2;2;2;2;2;2;7;J;1;3;7;318682;2;1;2;2;2;360;2;47,09405
118482;11848202;1963;1;3;2;1;2;2;4;8;7;2;2;2;2;2;2;2;2;2;2;2;10;2;7;I;1;111000;1;111000;1;0;233,077;2;2;2;2;219,56108
118601;11860102;1968;1;1;2;3;2;2;5;4;1;5;2;1;2;315720,9005;6271207,032;2;2;2;2;2;11;2;7;J;1;3;2;272954;2;2;73,4799;2;2;2;2;47,09405
118611;11861102;1981;1;3;1;2;2;2;7;4;1;5;8;1;2;339684,1771;6290660,455;2;2;2;2;2;11;2;7;J;1;300000;2;300000;2;0;47,20522;2;2;2;2;17,2125
118781;11878102;1991;1;1;2;1;2;2;5;4;1;5;1;1;2;340414,4638;6291032,289;2;2;2;3;2;2;1;5;J;1;3;2;300612;2;2;2;2;2;255;2;41,84537
118830;11883001;1952;1;1;2;2;3;2;2;4;6;1;5;8;1;2;2;2;2;2;2;3;2;2;1;1;3;J;1;210000;2;210000;2;0;2;376;2;2;2;13,74441
118921;11892101;1959;2;1;2;3;2;2;5;4;4;2;2;2;2;2;2;2;2;2;2;2;11;2;7;J;2;0;0;0;0;0;175,7527;2;2;2;2;64,6736
118961;11896102;1982;1;3;2;3;2;2;5;4;1;5;8;1;2;257454,0384;6281253,889;2;2;2;2;2;2;2;7;J;1;3;7;309019;2;1;2;2;2;211;2;18,63942
119040;11904001;1964;1;1;4;3;2;2;5;4;1;5;5;1;2;315721,1743;6271207,26;2;2;2;3;2;11;1;5;J;1;3;2;363927;2;2;68,01284;2;2;2;2;24,49091
119063;11906301;1980;2;2;5;3;2;2;5;4;4;2;2;2;2;2;2;2;2;2;2;2;11;2;7;J;2;0;0;0;0;0;110,7444;2;2;2;2;33,23501
119063;11906303;1999;2;3;2;1;1;2;4;8;2;2;2;2;4;2;2;315949,7917;6271593,177;2;2;2;11;2;7;J;2;0;0;0;0;0;100,7939;2;2;2;2;41,88564
119063;11906304;1999;2;3;1;1;1;2;4;7;2;2;2;2;4;2;2;0;0;2;2;2;11;2;7;J;2;0;0;0;0;0;100,7939;2;2;2;2;41,88564
119063;11906305;1976;1;1;2;3;2;2;5;2;1;5;8;1;2;0;0;2;2;2;2;2;11;2;7;J;1;3;2;330134;2;2;75,51637;2;2;2;2;23,98387
119070;11907004;1982;1;1;2;3;2;2;5;4;1;2;2;1;2;314748,2788;6271514,559;2;2;2;2;2;2;1;5;J;1;3;3;528836;3;2;54,49858;2;2;2;2;40,22269
119071;11907102;1978;1;1;2;3;2;2;5;1;1;5;5;1;2;316518,1349;6271637,812;2;2;2;2;2;2;1;5;J;1;3;2;203872;2;2;2;2;2;2;1028;23,98387
119081;11908101;1992;1;1;2;1;2;2;4;6;1;5;5;1;2;317465,8361;6270869,487;2;2;2;2;2;2;2;7;J;1;3;1;167214;1;2;2;2;2;2;795;32,52083
119181;11918102;1987;1;4;2;3;2;2;7;4;1;5;5;1;2;0;0;2;2;2;3;2;2;1;5;J;1;3;2;283824;2;2;2;2;2;300;2;44,70066
119310;11931001;1970;1;1;2;2;3;2;2;7;4;1;5;5;1;2;0;0;2;2;2;3;2;2;1;7;J;1;3;2;209258;2;2;93,52113;2;2;2;2;29,73269
119310;11931002;1986;2;2;2;1;2;2;7;4;1;3;7;1;2;316518,8567;6271643,705;2;2;2;3;2;2;1;7;J;1;3;2;304714;2;2;101,7201;2;2;2;2;35,18972
119321;11932102;1993;1;1;2;1;2;2;4;8;1;5;5;1;2;338782,94;6257778,99;2;2;2;2;2;10;2;7;J;1;3;7;220007;2;1;2;2;2;163;2;26,41895
119361;11936102;1978;1;1;2;3;2;2;5;4;1;5;5;1;2;0;0;2;2;2;3;2;2;1;5;J;1;3;3;697176;3;2;76,93762;2;2;2;2;18,63942
119371;11937102;2009;1;3;2;1;2;2;2;3;2;2;2;2;3;2;2;0;0;2;2;2;11;2;7;J;2;0;0;0;0;0;55,99606;2;2;2;2;66,42928
119371;11937104;1982;1;1;2;3;2;2;7;4;1;5;8;2;2;325495,3535;6279399,137;2;2;2;2;2;11;2;7;J;1;250000;2;250000;2;0;48,71235;2;2;2;2;68,11333
119393;11939301;1962;1;1;4;3;2;2;5;4;1;5;1;1;2;330604,15;6283142,69;2;2;2;3;2;11;2;7;J;2;0;0;298524;2;1;74,86281;2;2;2;2;36,59988
119393;11939303;2005;1;3;2;1;2;2;4;3;2;2;2;2;4;2;2;316658,7894;6271712,838;2;2;2;11;2;7;J;2;0;0;0;0;0;74,10978;2;2;2;2;33,2486
119401;11940101;1989;2;2;4;3;1;2;11;2;2;2;2;2;8;2;2;345016,8892;6297334,108;2;2;2;2;2;2;J;2;0;0;0;0;0;64,22122;2;2;2;2;38,441
119401;11940102;1986;1;1;3;3;2;2;9;3;1;5;5;1;2;346429,5711;6298608,232;2;2;2;3;2;2;2;2;J;1;3;7;342897;2;1;54,49858;2;2;2;2;40,22269
119401;11940103;2008;2;3;4;1;2;2;2;1;2;2;2;2;3;2;2;310477,1017;6270450,417;2;2;2;2;2;7;J;2;0;0;0;0;0;62,64743;2;2;2;2;39,22822
119401;11940104;2011;1;3;4;1;2;2;2;1;2;2;2;2;1;2;2;314790,9143;6271131,618;2;2;2;2;2;7;J;2;0;0;0;0;0;62,64743;2;2;2;2;39,22822
119413;11941301;1978;1;1;2;1;2;2;4;8;3;2;2;2;2;2;2;2;2;2;2;2;9;2;7;4;1;3;1;69074;1;2;46,33322;2;2;2;2;22,14782
119413;11941302;1959;2;2;2;1;2;2;6;1;4;2;2;2;2;2;2;2;2;2;2;2;9;2;7;J;2;0;0;0;0;0;43,74727;2;2;2;2;23,42177
119460;11946001;1952;1;1;2;3;2;2;6;6;1;5;8;1;2;0;0;2;2;2;2;2;10;2;7;J;1;230000;2;230000;2;0;35,01022;2;2;2;2;21,76998
119460;11946004;1979;1;3;2;2;3;2;2;5;3;1;5;8;1;2;0;0;2;2;2;3;2;2;1;1;3;J;1;200000;1;200000;1;0;55,52425;2;2;2;2;31,2597
119581;11958103;1988;1;1;2;1;2;2;5;4;1;5;1;1;2;352332,1419;6291006,991;2;2;2;2;2;2;2;7;J;1;3;7;261552;2;1;48,0894;2;2;2;2;41,84537
119631;11963102;1985;2;3;2;3;2;2;11;5;1;2;5;2;2;0;0;2;2;2;3;2;11;2;7;J;1;3;1;35982;1;2;2;2;69,58676;2;2;35,18972
119641;11964104;1973;2;2;1;3;2;2;5;4;1;2;2;2;2;0;0;2;2;2;2;2;10;2;7;J;1;3;2;230299;2;2;2;2;2666,744;2;2;55,73753
119660;11966002;1956;1;1;2;3;2;2;5;4;1;5;1;1;2;353551,4819;6293209,55;2;2;2;3;2;2;1;5;J;1;3;3;672733;3;2;620,9201;2;2;2;2;777,85992
119660;11966003;1980;1;3;2;3;2;2;10;4;1;3;5;1;2;316539,1297;6271669,943;2;2;2;2;2;2;2;7;J;1;3;3;406287;3;2;620,9201;2;2;2;2;1055,39893
119671;11967108;2011;2;4;2;1;2;2;2;3;7;2;2;2;2;2;2;2;2;2;2;2;11;2;7;J;2;0;0;0;0;0;46,41452;2;2;2;2;60,46467
119822;11982201;1942;1;1;2;3;2;2;11;5;3;2;2;2;2;2;2;2;2;2;9553745;2;2;1;7;J;1;3;4;1301238;4;2;313,4504;2;2;2;2;121,34155
119911;11991102;1985;2;4;4;3;2;2;9;4;1;5;2;1;2;336732,5876;6292301,338;2;2;2;3;2;2;2;2;J;1;240000;2;240000;2;0;2;2;2;2;1404;42,96139
119930;11993001;1991;1;1;3;3;2;2;7;4;1;5;5;1;2;336688,2405;6288711,717;2;2;2;3;2;2;1;2;J;1;3;2;201201;2;2;688,9516;2;2;2;2;185,13329
119930;11993003;2001;1;3;3;1;2;2;2;1;2;2;2;2;3;2;2;341092,2065;6291891,242;2;2;2;10;2;7;J;2;0;0;0;0;0;685,3141;2;2;2;2;148,9437
119951;11995101;1984;1;1;2;1;2;2;7;4;1;5;2;1;2;346514,047;6297119,219;2;2;2;3;2;2;1;1;J;1;300000;2;300000;2;0;2;2;2;2;585;74,00152
119971;11997101;1940;1;1;2;1;2;2;6;4;1;2;2;2;2;2;2;2;2;2;3;2;2;1;4;6;J;1;3;2;366347;2;2;281,6501;2;2;2;2;52,9963
120062;12006202;1976;1;3;7;2;2;2;10;1;1;2;5;1;2;343212,2885;6296230,31;2;2;2;2;2;2;1;5;5;J;1;3;2;345719;2;2;442,5087;2;2;2;2;492,92822
120062;12006203;1983;2;4;3;1;2;2;5;4;1;2;5;2;2;341965,3084;6294749,23;2;2;2;3;2;2;1;5;J;1;3;7;196132;1;1;381,0265;2;2;2;2;335,58252
120062;12006204;2008;2;4;5;1;2;2;2;1;2;2;2;2;2;2;2;342570,5896;6297059,729;2;2;2;11;2;7;J;2;0;0;0;0;0;442,5087;2;2;2;2;367,94055
120062;12006205;2013;1;4;3;1;2;2;1;0;2;2;2;2;2;2;2;2;2;2;2;2;11;2;7;J;2;0;0;0;0;0;442,5087;2;2;2;2;367,94055
120081;12008102;1957;1;1;2;1;2;2;4;8;1;2;2;2;2;340715,8542;6294849,217;2;2;2;3;2;2;1;5;J;1;3;3;670112;3;2;57,05514;2;2;2;2;48,81237
120130;12013003;1986;2;3;1;3;2;2;11;5;6;2;2;2;2;2;2;2;2;2;3;2;2;1;5;J;2;0;0;0;0;0;425,8255;2;2;2;2;97,84057
120141;12014101;1955;1;1;2;3;2;2;5;4;1;2;2;2;2;346539,145;6298752,387;2;2;2;3;2;4;1;5;6;J;1;300000;2;300000;2;0;256,2213;2;2;2;2;110,3962
120141;12014102;1962;2;2;2;3;2;2;5;4;1;2;2;2;2;346539,145;6298752,387;2;2;2;3;2;4;1;4;5;J;1;150000;1;150000;1;0;320,5587;2;2;2;2;135,22211
120171;12017101;1969;1;1;2;3;2;2;11;5;1;5;5;1;2;343099,0373;6296833,938;2;2;2;2;2;4;2;7;J;1;3;7;502889;3;1;564,8566;2;2;2;2;153,35927
120171;12017104;2002;2;3;2;1;2;2;4;5;2;2;2;2;4;2;2;341853,635;6297975,393;2;2;2;7;2;3;7;J;2;0;0;0;0;0;386,3883;2;2;2;2;161,63983
120171;12017105;2000;1;3;2;1;2;2;4;6;2;2;2;2;4;2;2;0;0;2;2;2;7;1;5;J;2;0;0;0;0;0;386,3883;2;2;2;2;101,8417
120241;12024101;1987;1;1;2;3;2;2;5;2;1;5;1;1;2;356265,5452;6303943,627;2;2;2;3;2;2;1;5;J;1;300000;2;300000;2;0;2;3799;2;2;2;422,37106
120241;12024102;1984;2;2;2;1;2;2;4;8;4;2;2;2;2;2;2;2;2;2;2;2;4;2;2;5;J;2;0;0;0;0;0;2;3799;2;2;2;287,54761
120311;12031101;1968;1;1;4;1;2;2;5;3;1;5;5;1;2;346493,1824;6298244,89;2;2;2;3;2;6;2;2;J;1;193000;1;193000;1;0;2;2;2;2;585;27,95643
120311;12031102;1971;2;2;2;1;2;2;5;4;1;7;6;1;2;348318,1359;6299727,453;2;2;2;3;2;2;2;2;J;1;130000;1;130000;1;0;2;2;2;2;585;24,74169
120311;12031103;1990;1;3;2;1;1;2;11;2;2;2;2;2;8;2;2;344934,3895;6297776,112;2;2;2;2;2;2;J;2;0;0;0;0;0;2;2;2;2;585;23,07595
120311;12031104;1997;1;3;2;1;1;2;7;1;2;2;2;2;4;2;2;344038,8167;6296819,463;2;2;2;2;2;2;J;2;0;0;0;0;0;2;2;2;2;585;17,08976
120372;12037201;1949;1;1;4;3;2;2;4;7;1;5;2;1;2;339569,9951;6295749,531;2;2;2;2;2;9;1;2;J;1;3;2;357794;2;2;812,6636;2;2;2;2;1924,92993
120382;12038202;1976;2;3;2;3;2;2;10;2;1;5;2;1;2;341438,6576;6287124,662;2;2;2;3;2;2;1;7;I;1;3;3;795406;3;2;125,8769;2;2;2;2;185,05156
120452;12045205;1987;1;3;2;3;2;2;11;5;1;5;5;1;2;348274,5355;6287414,319;2;2;2;2;2;11;1;2;J;1;3;3;404226;3;2;435,8836;2;2;2;2;587,77185
120491;12049102;1968;1;2;4;3;2;2;10;4;1;5;2;1;2;350359,9397;6300689,829;2;2;2;3;2;2;1;1;J;1;850000;4;850000;4;0;2;2;2;2;858;174,86024
120550;12055001;1968;1;1;7;3;2;2;7;5;1;4;2;1;2;2;2;2;2;2;11855879;2;2;1;1;5;J;1;3;7;422549;3;1;2;1687;2;2;2;145,54266
120550;12055002;1972;2;2;7;2;2;2;11;3;1;5;2;1;2;2;2;2;2;2;56587496;2;10;1;1;6;J;1;3;2;200794;2;2;2;1366;2;2;2;118,38676
120551;12055103;2009;1;4;2;1;2;2;2;1;2;2;2;2;2;2;2;341050,7671;6296317,083;2;2;2;2;2;5;J;2;0;0;0;0;0;95,59849;2;2;2;2;38,35585
120602;12060201;1938;1;1;4;1;2;2;6;3;3;2;2;2;2;2;2;2;2;2;3;2;2;2;2;J;1;3;7;173334;2;1;205,1408;2;2;2;2;83,04292
120602;12060202;1938;2;2;4;1;2;2;6;6;3;2;2;2;2;2;2;2;2;2;3;2;2;2;2;J;2;0;0;162734;1;1;89,84524;2;2;2;2;67,08241
120652;12065201;1955;1;1;2;3;2;2;11;5;1;5;4;1;2;350521,4237;6285250,83;2;2;2;3;99;2;1;5;J;1;3;4;1171216;4;2;93,46519;2;2;2;2;24,9426
120772;12077201;1952;1;1;2;2;2;2;5;3;1;2;5;1;2;342311,8747;6295503,778;2;2;2;3;2;2;1;7;J;1;3;7;347143;2;1;998,395;2;2;2;2;169,16693
120842;12084201;1959;1;1;2;3;2;2;4;5;1;2;2;2;2;346762,4661;6300009,813;2;2;2;2;2;10;1;2;J;1;3;2;200258;2;2;108,5279;2;2;2;2;45,60825
120842;12084202;1960;2;2;2;3;2;2;5;3;1;2;2;1;2;346762,4661;6300009,813;2;2;2;2;2;9;1;2;J;1;3;1;73339;1;2;94,64243;2;2;2;2;40,3637
120891;12089103;1975;1;3;2;3;2;2;11;5;1;5;1;1;2;342259,1491;6288196,42;2;2;2;3;2;11;1;6;J;1;3;2;270671;2;2;761,6397;2;2;2;2;884,22247
120891;12089104;1979;1;3;1;3;2;2;7;4;1;5;1;1;2;350087,0721;6300587,334;2;2;2;3;2;7;1;5;J;1;3;3;404755;3;2;761,6397;2;2;2;2;884,22247
120912;12091201;1969;1;1;5;3;2;2;11;4;1;2;5;2;2;340030,3006;6296324,963;2;2;2;13339378;2;3;1;7;J;1;3;7;349008;2;1;655,3148;2;2;2;2;1761,42773
120912;12091202;1979;2;2;2;3;1;2;11;4;1;2;5;5;1;8;348732,8146;6295695,943;345591,3776;6299440,708;2;7057462;2;3;2;2;J;1;3;7;287270;2;1;655,0541;2;2;2;2;1432,77368
120912;12091205;2003;1;3;2;1;2;2;4;4;2;2;2;2;4;2;2;0;0;2;2;2;5;2;7;J;2;0;0;0;0;0;650,8935;2;2;2;2;1169,71606
120912;12091206;2007;1;3;2;1;2;2;2;3;2;2;2;2;3;2;2;0;0;2;2;2;5;2;7;J;2;0;0;0;0;0;655,3148;2;2;2;2;1570,92761
121092;12109201;1963;2;1;2;3;2;2;11;5;4;2;2;2;2;2;2;2;2;2;3;2;3;1;5;J;2;0;0;0;0;0;516,6844;2;2;2;2;295,86441
121102;12110201;1965;2;1;2;3;2;2;7;4;1;5;5;1;2;340423,7851;6310371,803;2;2;2;2;2;10;1;2;J;1;3;3;489294;3;2;516,6844;2;2;2;2;295,86441
121131;12113102;1954;1;2;2;3;2;2;5;4;1;5;5;1;2;2;2;2;2;2;2;2;7;2;5;6;J;1;3;7;362547;2;1;2;206;2;2;2;8,88333
121131;12113104;1993;2;3;1;1;1;2;5;3;2;2;2;2;4;2;2;2;2;2;2;2;2;1;2;5;J;2;0;0;0;0;0;2;206;2;2;2;9,5917
121152;12115201;1964;1;1;2;3;2;2;11;5;1;5;4;1;2;359362,7339;6310869,578;2;2;2;2;2;3;2;7;J;1;3;7;487111;3;1;339,1411;2;2;2;2;232,82454
121161;12116101;1948;1;1;2;3;2;2;6;6;1;5;1;1;2;340917,2486;6295321,132;2;2;2;3;2;2;1;5;J;1;3;1;116327;1;2;106,2199;2;2;2;2;64,25601
121191;12119102;1955;2;2;2;1;2;2;5;4;1;5;2;1;2;351087,9791;6301197,064;2;2;2;3;2;2;2;2;J;1;340000;2;340000;2;0;2;2;2;276;2;20,07729
121191;12119104;1990;2;3;2;1;2;2;7;4;1;5;1;1;2;336872,7472;6294240,059;2;2;2;3;2;2;2;2;J;1;230000;2;230000;2;0;2;2;2;276;2;19,57942
121232;12123201;1955;1;1;2;3;2;2;5;4;1;5;1;2;2;2;2;2;2;2;3;2;2;1;2;6;J;1;3;2;217424;2;2;327,2977;2;2;2;2;114,65665
121241;12124101;1988;1;1;2;2;2;2;5;3;1;5;5;1;2;332619,8644;6285197,973;2;2;2;2;2;7;2;5;6;J;1;3;7;340906;2;1;2;2;2;5767;2;185,13329
121241;12124102;1992;2;2;2;1;2;2;5;4;4;2;2;2;2;2;2;2;2;2;2;2;5;2;1;6;J;2;0;0;0;0;0;2;2;2;5767;2;174,97693
121241;12124103;2012;2;3;1;1;2;2;1;0;2;2;2;2;2;2;2;2;2;2;2;2;4;2;3;5;J;2;0;0;0;0;0;2;2;2;5767;2;200,03137
121462;12146201;1966;1;1;2;3;1;2;5;4;1;5;5;1;2;343949,5593;6297487,177;2;2;2;3;2;2;1;1;J;1;300000;2;300000;2;0;2;2;2;2;892;152,79184
121462;12146202;1969;2;2;2;1;2;2;5;4;4;2;2;2;2;2;2;2;2;2;3;2;2;1;1;J;2;0;0;0;0;0;2;2;2;2;892;135,22211
121462;12146204;2006;2;3;2;1;2;2;4;1;2;2;2;2;3;2;2;339857,6267;6296455,646;2;2;2;2;2;1;J;2;0;0;0;0;0;2;2;2;2;892;161,04175
121521;12152101;1976;1;1;4;3;2;2;9;4;1;5;8;1;2;340748,2098;6295808,739;2;2;2;2;2;4;1;6;J;1;3;7;487271;3;1;615,5152;2;2;2;2;326,78079
121521;12152102;1982;2;2;6;3;2;2;7;4;1;3;4;1;2;342125,2168;6296680,109;2;2;2;3;2;2;1;6;J;1;180000;1;180000;1;0;615,2703;2;2;2;2;222,47037
121521;12152103;2010;2;3;5;1;2;2;2;1;2;2;2;2;2;2;2;342303,8365;6296735,714;2;2;2;4;2;5;J;2;0;0;0;0;0;615,5152;2;2;2;2;243,92184
121542;12154201;1938;1;1;2;3;2;2;6;4;3;2;2;2;2;2;2;2;2;2;2;2;5;2;7;J;1;3;7;217944;2;1;486,003;2;2;2;2;113,88017
121542;12154202;1960;2;2;4;3;2;2;6;4;1;7;6;2;2;350469,4111;6297798,834;2;2;2;3;2;5;2;7;J;1;3;7;213619;2;1;689,9671;2;2;2;2;198,49718
121542;12154203;2000;1;3;2;1;1;2;4;8;2;2;2;2;4;2;2;341004,7711;6291544,952;2;2;2;5;2;7;J;2;0;0;0;0;0;685,3141;2;2;2;2;148,9437
121641;12164104;1982;2;3;2;3;2;2;11;5;1;5;1;1;2;338297,4601;6306197,481;2;2;2;3;2;7;1;4;5;J;1;3;7;337071;2;1;32,72702;2;2;2;2;19,12906
121691;12169101;1959;1;1;4;3;2;2;5;4;1;2;5;4;2;341450,3601;6296094,871;2;2;2;3;2;2;1;5;J;1;3;2;326422;2;2;803,1506;2;2;2;2;166,56429
121711;12171102;1946;1;1;2;3;2;1;5;4;3;2;2;2;2;2;2;2;2;2;3;2;3;1;5;J;1;3;2;331879;2;2;296,6302;2;2;2;2;111,39296
121722;12172201;1980;1;1;2;3;2;2;5;4;1;5;5;1;2;345294,3307;6295361,491;2;2;2;3;2;5;1;1;2;J;1;3;3;631335;3;2;425,3261;2;2;2;2;208,92412
121722;12172202;1984;2;2;2;3;2;2;11;5;1;5;5;1;2;345294,3307;6295361,491;2;2;2;3;2;3;1;1;2;J;1;3;3;655330;3;2;341,5553;2;2;2;2;142,23413
121763;12176301;1982;1;1;6;1;2;2;5;2;1;2;2;1;2;341908,6525;6295846,009;2;2;2;3;2;2;1;5;J;1;3;2;273812;2;2;117,9037;2;2;2;2;29,98629
121781;12178101;1958;1;1;2;1;2;2;10;4;3;2;2;2;2;2;2;2;2;2;3;2;2;1;5;I;1;3;2;365001;2;2;2;1896;2;2;2;175,37143
121811;12181101;1966;1;1;2;1;2;2;6;4;1;4;2;1;2;341017,9321;6290116,534;2;2;2;3;2;2;1;2;J;1;400000;2;400000;2;0;2;2;2;276;2;33,07487
121821;12182101;1965;1;1;2;2;2;2;5;3;1;2;5;1;2;341717,4909;6295046,993;2;2;2;3;2;2;1;1;J;1;400000;2;400000;2;0;2;2;2;4164;2;214,89059
121821;12182102;1965;2;2;2;3;2;2;5;4;4;2;2;2;2;2;2;2;2;2;3;2;2;1;1;J;2;0;0;0;0;0;2;2;2;4164;2;190,18001
121821;12182103;1995;2;3;2;1;1;2;5;4;2;2;2;2;4;2;2;342162,8205;6295472,059;2;3;2;2;1;1;J;2;0;0;0;0;0;2;2;2;4164;2;131,36241
121821;12182104;2003;1;3;2;1;2;2;4;4;2;2;2;2;4;2;2;0;0;2;3;2;2;1;1;J;2;0;0;0;0;0;2;2;2;4164;2;142,70291
121852;12185201;1970;1;1;2;3;2;2;4;8;1;5;5;1;2;341539,5641;6302467,373;2;2;2;3;2;8;1;5;J;1;3;2;217745;2;2;126,6804;2;2;2;2;118,90828
121881;12188105;1994;1;3;1;1;2;2;5;4;2;2;2;2;4;2;2;341001,8197;6295597,418;2;3;2;2;1;1;J;2;0;0;0;0;0;2;2;2;3614;2;58,2902
121891;12189101;1966;1;1;2;3;2;2;5;4;1;3;2;1;2;345127,407;6286981,862;2;2;2;3;2;2;1;2;J;1;350000;2;350000;2;0;2;2;2;4164;2;238,98366
121931;12193103;2003;1;3;2;1;2;2;4;3;2;2;2;2;4;2;2;343299,1279;6294252,81;2;2;2;2;1;5;J;2;0;0;0;0;0;136,8885;2;2;2;2;92,13926
121961;12196101;1955;1;1;4;3;2;2;10;4;1;3;1;1;2;357936,0321;6301345,675;2;2;2;3;2;2;1;2;J;1;900000;4;900000;4;0;2;2;2;2;858;611,94031
